text,label
أهلاً وسهلاً، نود دعوتك لحفل زفاف سعود يوم 2025-06-17 في الخبر,ham
مرحباً، أبو أحمد، المرور: تم سداد مخالفة المرور رقم 56193691 بنجاح,ham
محمد، 💯 تأكيد طلب: لديك 3 قطع لم يتم تسليمها. تحديث آلعنوان: https://customs-pay.org/posts/main/list,spam
"محمد، 🔥 مساعدة عاجلة: ابنة أخي بحاجة عملية جراحية بتكلفة 120,000 ريال. التبرعات على الرقم 0596749700 اليوم فقط",spam
كفالة حاج: ساهم بـ 5000 ريال لإرسال حاج. التبرع: 0568003034,spam
🚨 عرض حصري لسكان جدة: خصم 70% على الأثاث. التسجيل: https://sa-update.xyz/categories/list/list خلال ساعة,spam
🚀 STC: استرد 200 ريال من فاتورتك الأخيرة. الرابط: https://ksa-verify.com/blog/posts,spam
سعود، ⚠️ ⏰ STC: استرد 300 ريال من فاتورتك الأخيرة. الرابط: https://sa-update.com/tags/list قبل 24 ساعة,spam
💯 ‼️ هيئة الزكاة: توجد مبألغ زكاة غير مسددة باسمك. السداد خلال 24 ساعة: https://alrajhi-support.xyz/explore/blog اليوم فقط,spam
شكراً لشرائك من إكسترا! رقم طلبك: 14747660. سيتم التوصيل خلال 48 ساعة,ham
"🚨 وظيفة شاغرة: مسوق إلكتروني براتب 8,000 ريال. إرسال السيرة على الواتساب: 0546448286 خلال ساعة",spam
خالد، مبروك! فزت بـ بلاي ستيشن 5 من أمازون. تأكيد الجائزة خلال ساعتين: https://sa-update.org/wp-content,spam
تحية طيبة، اجتماع فريق العمل يوم غد الساعة 10 صباحاً في قاعة الاجتماعات الرئيسية,ham
شكراً لشرائك من سوق! رقم طلبك: 40125934. سيتم التوصيل خلال 48 ساعة,ham
⭐ أختكم سارة تبحث عن زواج شرعي. التواصل خاص للجادين فقط.,spam
❌ ❗ تنبيه عاجل من العربي الوطني: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://ksa-verify.info/category/app قبل 24 ساعة,spam
مرحباً، تمت الموافقة على إجازتك المطلوبة من 2025-06-11 إلى 2025-06-01,ham
مبروك! فزت بـ جالكسي Z فولد من سوق. تأكيد الجائزة خلال ساعتين: https://sa-update.info/explore/wp-content/list,spam
مرحباً، أخو سعود، تم تسجيل حضورك في محاضرة الرياضيات,ham
أهلاً بك، نورة، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
"🚀 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 25,000 ريال. تأكيد الهويه فوراً: https://moi-alert.com/search/tags",spam
فقدت محفظتي في الرياض وأحتاج 500 ريال لإكمال سفرتي. الله يجزاكم خير: 0568413380,spam
🚨 تنبيه من التأمينات الاجتماعية: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://customs-pay.xyz/main قبل منتصف الليل,spam
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف نورة يوم 2025-06-14 في الدمام,ham
"✨ ❗ مطلوب 41 شخص للعمل في خدمة العملاء. راتب أسإسي 7,500 + حوافز. التقديم: https://ksa-verify.net/tags قبل 24 ساعة",spam
🚨 STC: استرد 200 ريال من فاتورتك الأخيرة. الرابط: https://ksa-verify.com/wp-content/categories خلال ساعة,spam
خالد، 💰 🔥 فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://stc-offer.info/posts/search قبل 24 ساعة,spam
خالد، 🔥 تنبيه أمني: حسابك في علي بابا معرض للاختراق. التحقق الآن: https://customs-pay.com/categories/category خلال ساعة,spam
أخت نورة، تأكيد طلبك رقم 471256987. إجمالي المبلغ 499 ريال شامل الضريبة,ham
"💰 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 100,000 ريال. تأكيد الهوية فوزاً: https://stc-offer.net/categories",spam
أخت نورة، تهنئة بمناسبة النجاح! نتمنى لك التوفيق في مراحلك القادمة,ham
خالد، ‼️ طلبك من نمشي يحتاج تأكيد عنوان التوصيل خلال ساعة: https://alrajhi-support.sa/explore خلال ساعة,spam
"سعود، 💯 🔥 عميلنا العزيز: يوجد محاولة سحب بقيمة 500,000 ريال من حسابك. أوقف العملية الآن: https://customs-pay.com/category/main فوراً",spam
❗ عرض حصري لسكان الطائف: خصم 70% على الأجهزة الإلكترونية. التسجيل: https://sa-update.info/tag/blog قبل منتصف الليل,spam
"🚨 مشروع عمل حر في الرياض: دخل شهري يصل لـ 25,000 ريآل. أشتراك عبر: t.me/zhjr_8552 فوراً",spam
"⏰ وظيفة شاغرة: محلل مالي برآتب 8,000 ريال. إرسال السيرة على الواتساب: 05675425 اليوم فقط",spam
عروض سوق: خصم 30% على الأجهزة الإلكترونية حتى نهاية الأسبوع,ham
أخو سعود، شكراً لشرائك من جرير! رقم طلبك: 77368899. سيتم التوصيل خلال 48 ساعة,ham
💰 ⏰ تنبيه من وزارة الصحة: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://sa-update.xyz/tag/main اليوم فقط,spam
🔥 تنبيه من وزارة العمل: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://customs-pay.xyz/main/tag/main خلال ساعة,spam
أخو سعود، وزارة العمل: تم استلام طلب إصدار رخصة عمل لـ فهد. سيتم الرد خلال 3 أيام عمل,ham
"‼️ وظيفة شاغرة: مشرف مواقع براتب 10,000 ريال. إرسال السيرة على الواتساب: 0579870431 خلال ساعة",spam
"نورة، 💯 تم آكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 5,000 ريال. تأكيد الهوية فوراً: https://sa-update.org/category",spam
💰 ⏰ تنبيه من الجوازات: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://ksa-verify.live/list/main خلال ساعة,spam
"🚀 فرصة لسيدات مكة: عمل عن بعد براتب 7,200 ريال. تواصل عبر: 0594677267",spam
عروض نون: خصم 30% على الملابس حتى نهاية الأسبوع,ham
💰 ⏰ تنبيه من الجوازات: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://moi-alert.net/list/blog قبل منتصف الليل,spam
✅ ❗ تنبيه من أبشر: لديك غرأمة مالية لم تسدد. تجنب المضاعفات: https://alrajhi-support.info/explore/app قبل 24 ساعه,spam
تحية طيبة، تأكيد طلبك رقم 518330376. إجمالي المبلغ 499 ريال شامل الضريبة,ham
السلام عليكم، تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/78213648,ham
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف محمد يوم 2025-06-08 في مكة,ham
السلام عليكم، اجتماع فريق العمل يوم غد الساعة 10 صباحاً في قاعة الاجتماعات الرئيسية,ham
أهلاً بك، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 1000 ريال. الرصيد المتبقي 6492 ريال,ham
💯 ❗ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://sa-update.sa/main/category اليوم فقط,spam
أبو أحمد، عروض إكسترا: خصم 30% على الأثاث حتى نهاية الأسبوع,ham
"سعود، 🚀 🚨 مطلوب 26 شخص للعمل في خدمة العملاء. راتب أساسي 6,000 + حوافز. التقديم: https://stc-offer.xyz/list/blog/posts فوراً",spam
وزارة العمل: تم استلام طلب إصدار رخصة عمل لـ خالد. سيتم الرد خلال 3 أيام عمل,ham
مرحباً، خالد، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
"🚀 🔥 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 25,000 ريال. تأكيد الهوية فوراً: https://alrajhi-support.live/categories/blog اليوم فقط",spam
عبدالله، ❌ ❗ تنبيه عاجل من ساب: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://ksa-verify.info/search قبل منتصف الليل,spam
الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 500 ريال. الرصيد المتبقي 14196 ريال,ham
‼️ تنبيه عاجل من الرياض: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://moi-alert.info/app/posts/categories اليوم فقط,spam
تحية طيبة، تم شحن طلبك رقم 67473225. رقم الشحنة: SA809037701649,ham
تحية طيبة، أم فهد، هل يمكنك إحضار الخبز عند عودتك؟,ham
مرحباً، التأمينات الاجتماعية: تم استلام اشتراك شهر November بنجاح. شكراً لالتزامك,ham
🚨 وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://stc-offer.info/posts قبل 24 ساعة,spam
"❌ ❗ مشروع عمل حر في الدمام: دخل شهري يصل لـ 500,000 ريال. اشتراك عبر: t.me/shwqylmhydb_8892 اليوم فقط",spam
وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://customs-pay.com/explore/wp-content/categories,spam
السلام عليكم، أخت نورة، المرور: تم سداد مخالفة المرور رقم 68023505 بنجاح,ham
"خالد، ⏰ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 500,000 ريال. تأكيد الهوية فوراً: https://customs-pay.net/explore/wp-content قبل 24 ساعة",spam
❗ عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 0521085516 خلال ساعة,spam
⏰ تأكيد طلب: لديك 2 قطع لم يتم تسليمها. تحديث العنوان: https://sa-update.xyz/main/category خلال ساعة,spam
⭐ ‼️ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 500 ريال. تأكيد الهوية فوراً: https://alrajhi-support.net/main/tag قبل منتصف الليل,spam
🔥 جمعية خيرية: كفالة يتيم بـ 500 ريال شهرياً. سجل الآن: https://stc-offer.net/wp-content/search فوراً,spam
⭐ ‼️ أختكم نورة تبحث عن زواج شرعي. التواصل خاص للجادين فقط. قبل 24 ساعة,spam
💰 هيئة الزكاة: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 سآعة ضروري: https://customs-pay.com/app,spam
أهلاً وسهلاً، نود دعوتك لحفل زفاف نورة يوم 2025-06-05 في الخبر,ham
خالد، 🚨 وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://moi-alert.sa/explore اليوم فقط,spam
💰 ⏰ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://customs-pay.net/tags/search/categories فوراً,spam
لطيفة، ‼️ عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! آرسل 'نعم' للرقم 0527804693 فوراً,spam
⭐ ‼️ عروض اليوم الوطني: جالكسي Z فولد بسعر 499 ريال فقط! العرض ينتهي اليوم: https://ksa-verify.org/search/explore/app اليوم فقط,spam
"فهد، ⚠️ عميلنا العزيز: يوجد محاولة سحب بقيمة 50,000 ريال من حسابك. أوقف العملية الآن: https://moi-alert.xyz/app/blog",spam
🔥 وقف خيري في مكة: تبرع بـ 1000 ريال لبناء مسجد. الرابط: https://alrajhi-support.info/tag/category قبل منتصف الليل,spam
مرحباً، أم فهد، تأكيد طلبك رقم 891339372. إجمالي المبلغ 199 ريال شامل الضريبة,ham
فهد، عاجل: إخطار من النيابة العامة برقم 30577551. التفاصيل: https://customs-pay.xyz/explore/list/wp-content,spam
تحية طيبة، أخت نورة، إشعار من البنك الأهلي: تحويل وارد من عبدالله بمبلغ 1000 ريال,ham
الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 1000 ريال. الرصيد المتبقي 1551 ريال,ham
عبدالله، تنبيه من وزارة العمل: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://stc-offer.live/search/posts,spam
🔥 مبروك! فزت بـ ساعة أبل من سوق. تأكيد الجائزة خلال ساعتين: https://customs-pay.com/category/category قبل 24 ساعة,spam
⭐ ❗ تنبيه عاجل من ساب: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://alrajhi-support.live/posts قبل منتصف الليل,spam
❗ عرض حصري لسكآن الطائف: خصم 70% على الأثاث. التسجيل: https://moi-alert.org/wp-content قبل 24 ساعه,spam
وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.info/blog/search,spam
مرحباً، أبو أحمد، هل يمكنك إحضار الحليب عند عودتك؟,ham
⏰ أي شخص حسابه انستقرام مسروق أو محظور، أرجعه له في ١٠ دقايق. شغلي مضمون ومجرب. تواصل خاص. اليوم فقط,spam
السلام عليكم، أم فهد، تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/11621752,ham
"تحية طيبة، أخو سعود، تم إيداع مبلغ 1,000 ريال في حسابك بتاريخ 2025-06-12",ham
🔥 وزارة الداخليه: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.info/search/categories/wp-content اليوم فقط,spam
"🔥 🔥 فرصة لسيدات مكة: عمل عن بعد براتب 7,200 ريال. تواصل عبر: 0524990972 قبل منتصف الليل",spam
أهلاً بك، أبو أحمد، عروض أمازون: خصم 30% على الأجهزة الإلكترونية حتى نهاية الأسبوع,ham
⭐ ❗ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://alrajhi-support.info/app/search/tags اليوم فقط,spam
❗ تنبيه عاجل من الانماء: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://customs-pay.info/app/blog قبل 24 ساعه,spam
مبروك! فزت بـ ساعة أبل من نمشي. تأكيد الجائزة خلال ساعتين: https://stc-offer.com/tag,spam
لا تنسى دفع فاتورة موبايلي قبل 2025-06-02 لتجنب الإيقاف,ham
السلام عليكم، تذكير: لديك موعد مع د. سعود يوم 2025-06-08 الساعة 9 صباحاً,ham
السلام عليكم، أهلاً وسهلاً، نود دعوتك لحفل زفاف لطيفة يوم 2025-06-13 في المدينة,ham
السلام عليكم، أبو أحمد، أبشر: تم تحديث حالة طلبك (تصريح إقامة) بنجاح. يمكنك الاطلاع على التفاصيل في التطبيق,ham
"تم إيداع مبلغ 5,000 ريال في حسابك بتاريخ 2025-04-01",ham
🎁 🔥 فقدت محفظتي في جدة وأحتاج 200 ريال لإكمال سفرتي. الله يجزاكم خير: 0595359739 قبل منتصف الليل,spam
أبو أحمد، شكراً لشرائك من إكسترا! رقم طلبك: 55897326. سيتم التوصيل خلال 48 ساعة,ham
خالد، وقف خيري في مكة: تبرع بـ 5000 ريال لبناء مسجد. الرابط: https://ksa-verify.sa/posts,spam
"‼️ مساعدة عاجلة: ابنة أخي بحاجة عملية جراحية بتكلفة 80,000 ريال. التبرعات على الرقم 0577310355 فوراً",spam
‼️ وزارة الداخلية: مطلوب تحديث بيانات آلإقامة قبل 18-06-2025. الرابط: https://stc-offer.info/tag/list خلال ساعة,spam
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف فهد يوم 2025-06-14 في الرياض,ham
⚠️ ❗ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://alrajhi-support.org/wp-content قبل منتصف الليل,spam
أرامكس: شحنتك رقم 271519501790 في طريقها إليك. سائق التوصيل: محمد - +1-745-681-4762x36936,ham
نورة، ⏰ الجوازات: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://customs-pay.net/categories/explore/posts قبل 24 ساعة,spam
السلام عليكم، المرور: تم سداد مخالفة المرور رقم 51265479 بنجاح,ham
أخت نورة، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 1000 ريال. الرصيد المتبقي 16696 ريال,ham
نورة، 🎁 إشعار من البلاد: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/minus,spam
فهد، 💯 🚨 وقف خيري في مكة: تبرع بـ 5000 ريال لبناء مسجد. الرابط: https://alrajhi-support.com/tag/main/explore قبل منتصف الليل,spam
السلام عليكم، أهلاً وسهلاً، نود دعوتك لحفل زفاف لطيفة يوم 2025-06-05 في مكة,ham
أخت نورة، أهلاً وسهلاً، نود دعوتك لحفل زفاف فهد يوم 2025-06-05 في جدة,ham
"🚨 فرصة لسيدات الرياض: عمل عن بعد براتب 7,200 ريال. تواصل عبر: 0544676309 قبل 24 ساعة",spam
تحية طيبة، أخت نورة، تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/77792364,ham
"نورة، ❗ وظيفة شاغرة: موظف استقبال براتب 12,000 ريال. إرسال السيرة على الواتساب: 0577361607 قبل منتصف الليل",spam
تحية طيبة، تذكير: آخر موعد لتسليم البحث يوم 2025-06-02,ham
⏰ عرض حصري لسكان الدمام: خصم 70% على الأثاث. التسجيل: https://moi-alert.live/blog/app/explore خلال ساعة,spam
نورة، هيئة الزكاة: توجد مبالغ زكاه غير مسددة باسمك. السداد خلال 24 ساعة: https://moi-alert.live/explore,spam
لطيفة، 🔥 عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 0559264900 فوراً,spam
الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 300 ريال. الرصيد المتبقي 3180 ريال,ham
طلبك من نمشي يحتاج تأكيد عنوان التوصيل خلال ساعة: https://alrajhi-support.net/blog,spam
السلام عليكم، أبو أحمد، لا تنسى دفع فاتورة موبايلي قبل 2025-06-13 لتجنب الإيقاف,ham
لطيفة، ⭐ ❗ تنبيه من الجوازات: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://sa-update.sa/posts/wp-content خلال ساعة,spam
السلام عليكم، أخت نورة، أرامكس: شحنتك رقم 3972845896 في طريقها إليك. سائق التوصيل: خالد - 836.885.6473x9792,ham
تأكيد طلبك رقم 174217348. إجمالي المبلغ 499 ريال شامل الضريبة,ham
المرور: تم سداد مخالفة المرور رقم 90333468 بنجاح,ham
أخت نورة، خالد، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
🎁 ‼️ إشعار من سامبا: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/numquam فوراً,spam
"🎁 ⏰ فرصة لسيدات الدمام: عمل عن بعد براتب 6,500 ريال. تواصل عبر: 0589717400 فوراً",spam
"مرحباً، تم إيداع مبلغ 1,000 ريال في حسابك بتاريخ 2025-04-14",ham
أهلاً بك، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 1000 ريال. الرصيد المتبقي 4258 ريال,ham
✨ ⏰ عاجل: إخطار من النيابة العامة برقم 72531263. التفاصيل: https://sa-update.xyz/tag قبل 24 ساعة,spam
⭐ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://customs-pay.live/explore/main,spam
🚨 فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://moi-alert.info/list/main خلال ساعة,spam
أهلاً بك، أخت نورة، وزارة العمل: تم استلام طلب إصدار رخصة عمل لـ سعود. سيتم الرد خلال 3 أيام عمل,ham
أرامكس: شحنتك رقم 795286749051 في طريقها إليك. سائق التوصيل: لطيفة - (332)590-2966x150,ham
"تحية طيبة، تم إيداع مبلغ 5,000 ريال في حسابك بتاريخ 2025-04-09",ham
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف عبدالله يوم 2025-06-08 في جدة,ham
السلام عليكم، لا تنسى دفع فاتورة الاتصالات السعودية قبل 2025-06-15 لتجنب الإيقاف,ham
أخو سعود، لا تنسى دفع فاتورة زين قبل 2025-06-06 لتجنب الإيقاف,ham
لطيفة، 🔥 بمناسبة شهر رمضان: عمرة مجانية لـ 99 شخص. سارع بالتسجيل: https://ksa-verify.xyz/main/main/main قبل منتصف الليل,spam
❌ STC: استرد 200 ريال من فاتورتك الأخيرة. الرابط: https://sa-update.net/posts/category/app,spam
🔥 فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://customs-pay.live/tag/explore/blog خلال ساعة,spam
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف عبدالله يوم 2025-06-04 في الرياض,ham
"🚀 ‼️ عميلنا العزيز: يوجد محاولة سحب بقيمة 50,000 ريال من حسابك. أوقف العملية الآن: https://ksa-verify.net/list خلال ساعة",spam
السلام عليكم، أم فهد، تذكير: سداد قرضك الشهري بقيمة 800 ريال مستحق يوم 2025-06-04,ham
خالد، ✅ تنبيه عاجل من البلاد: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://alrajhi-support.live/main/tags/posts,spam
نورة، ✨ تنبيه أمني: حشابك في نمشي معزض للاختراق. التحقق الآن: https://sa-update.net/main/blog,spam
"⏰ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 1,000 ريال. تأكيد الهوية فوراً: https://alrajhi-support.com/list قبل 24 ساعة",spam
🚀 ⏰ بمناسبة شهر رمضان: عمرة مجانية لـ 191 شخص. سارع بالتسجيل: https://stc-offer.info/search قبل 24 ساعة,spam
إشعار من العربي الوطني: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/exercitationem,spam
⏰ أختكم فاطمة تبحث عن زواج شرعي. التواصل خاص للجادين فقط. فوراً,spam
"💯 🔥 مطلوب 38 شخص للعمل في خدمة العملاء. راتب أساسي 7,500 + حوافز. التقديم: https://sa-update.live/explore/category/posts خلال ساعة",spam
❌ 🚨 STC: استرد 200 ريال من فاتورتك الأخيرة. الرابط: https://customs-pay.org/categories/main اليوم فقط,spam
فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://stc-offer.live/search,spam
أم فهد، أرامكس: شحنتك رقم 797628970763 في طريقها إليك. سائق التوصيل: سعود - 826.743.9838x5515,ham
أخت نورة، تذكير: سداد قرضك الشهري بقيمة 1200 ريال مستحق يوم 2025-06-10,ham
💯 شحنتك رقم 4492692896 معلقة لعدم دفع رسوم جمركية بقيمة 29.50 ريال. الدفع: https://alrajhi-support.sa/blog/tag/categories,spam
تحية طيبة، أبو أحمد، تم شحن طلبك رقم 6556823464. رقم الشحنة: SA976342679639,ham
تحية طيبة، أرامكس: شحنتك رقم 251451201951 في طريقها إليك. سائق التوصيل: فهد - 745-718-9815,ham
مرحباً، تذكير: لديك موعد مع د. خالد يوم 2025-06-16 الساعة 9 صباحاً,ham
🔥 تنبيه من التأمينات الاجتماعية: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://alrajhi-support.sa/category خلال ساعة,spam
"عبدالله، 🔥 عميلنا العزيز: يوجد محاولة سحب بقيمة 100,000 ريال من حسابك. أوقف العملية الآن: https://stc-offer.com/main/category/tag خلال ساعة",spam
نورة، ⚠️ ‼️ مبروك! فزت بـ آيفون 15 برو من أمازون. تأكيد الجائزة خلال ساعتين: https://stc-offer.org/search فوراً,spam
مرحباً، تم شحن طلبك رقم 1644763820. رقم الشحنة: SA681483665966,ham
أهلاً وسهلاً، نود دعوتك لحفل زفاف سعود يوم 2025-06-05 في مكة,ham
تحية طيبة، أم فهد، إشعار من البنك الأهلي: تحويل وارد من نورة بمبلغ 500 ريال,ham
⭐ 🔥 عاجل: إخطار من النيابة العامة برقم 6340700. التفاصيل: https://alrajhi-support.live/list/posts قبل منتصف الليل,spam
💯 تنبيه من أبشر: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://stc-offer.info/tags/list,spam
🎁 ‼️ المرور: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعه ضروري: https://stc-offer.live/main/list/wp-content قبل منتصف الليل,spam
أهلاً بك، أخت نورة، أهلاً وسهلاً، نود دعوتك لحفل زفاف خالد يوم 2025-06-06 في المدينة,ham
أم فهد، إشعار من البنك الأهلي: تحويل وارد من نورة بمبلغ 1000 ريال,ham
أهلاً وسهلاً، نود دعوتك لحفل زفاف نورة يوم 2025-06-09 في الرياض,ham
⭐ 🔥 هيئة الزكاة: توجد مبالغ زكاة غير مسدده باسمك. السداد خلال 24 سإعة: https://customs-pay.xyz/main قبل منتصف الليل,spam
‼️ تنبيه عاجل من الرياض: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلآل 24 ساعة: https://stc-offer.net/list/categories/blog فوزاً,spam
"🔥 فرصة لسيدات الرياض: عمل عن بعد براتب 6,500 ريال. تواصل عبر: 052770922 فوراً",spam
فهد، ⚠️ مبروك! فزت بـ QLED TV من نون. تأكيد الجائزة خلال ساعتين: https://moi-alert.xyz/wp-content,spam
خالد، تنبيه عاجل من شاب: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 سإعة: https://ksa-verify.xyz/app/explore,spam
أهلاً وسهلاً، نود دعوتك لحفل زفاف محمد يوم 2025-06-07 في الدمام,ham
🔥 🔥 تنبيه من وزارة الصحة: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://stc-offer.org/categories/blog/categories قبل منتصف الليل,spam
محمد، ❌ 🔥 عاجل: إخطار من النيابة العامة برقم 86018151. التفاصيل: https://alrajhi-support.com/category/main قبل منتصف الليل,spam
أهلاً بك، المرور: تم سداد مخالفة المرور رقم 30097035 بنجاح,ham
💯 وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://alrajhi-support.xyz/category,spam
أم فهد، تأكيد طلبك رقم 303687461. إجمالي المبلغ 499 ريال شامل الضريبة,ham
⏰ تنبيه من المرور: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://moi-alert.com/main اليوم فقط,spam
🎁 ⏰ تنبيه عاجل من ساب: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://customs-pay.info/list/list/search قبل 24 ساعة,spam
سعود، 💰 🚨 عرض حصري لسكان مكة: خصم 70% على الأثاث. التسجيل: https://stc-offer.sa/search قبل 24 ساعة,spam
⭐ ⏰ تنبيه عاجل من سامبا: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://customs-pay.com/explore/posts قبل 24 ساعة,spam
مرحباً، أم فهد، عروض نون: خصم 30% على الأثاث حتى نهاية الأسبوع,ham
شكراً لشرائك من جرير! رقم طلبك: 43251290. سيتم التوصيل خلال 48 ساعة,ham
"🚀 عميلنا العزيز: يوجد محاولة سحب بقيمة 1,000 ريال من حسابك. أوقف العملية الآن: https://alrajhi-support.xyz/main",spam
مرحباً، جامعة أم القرى: تم جدولة الامتحان النهائي يوم 2025-06-09,ham
"تم إيداع مبلغ 1,000 ريال في حسابك بتاريخ 2025-01-17",ham
أهلاً بك، لا تنسى دفع فاتورة الاتصالات السعودية قبل 2025-06-03 لتجنب الإيقاف,ham
شكراً لشرائك من إكسترا! رقم طلبك: 86909906. سيتم التوصيل خلال 48 ساعة,ham
❌ 🔥 إشعار من سامبا: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/cum قبل 24 ساعة,spam
أخت نورة، تم شحن طلبك رقم 4655891654. رقم الشحنة: SA200340880915,ham
🚨 عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 053687545 قبل 24 ساعة,spam
أرامكس: شحنتك رقم 453152431829 في طريقها إليك. سائق التوصيل: خالد - 768.366.5179,ham
"❗ وظيفة شاغرة: سائق خاص براتب 10,000 ريال. إرسال السيرة على الواتساب: 0537156038 خلال ساعة",spam
أهلاً بك، أخت نورة، المرور: تم سداد مخالفة المرور رقم 62106289 بنجاح,ham
"🎁 🔥 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 5,000 ريال. تأكيد الهوية فوراً: https://moi-alert.sa/blog/posts/main قبل 24 ساعة",spam
أخو سعود، اجتماع فريق العمل يوم غد الساعة 10 صباحاً في قاعة الاجتماعات الرئيسية,ham
خالد، 🎁 🚨 عاجل: إخطار من النيابة العامة برقم 81938872. التفاصيل: https://ksa-verify.net/list/categories قبل 24 ساعة,spam
